epi_id,epi_isl,strain,subtype,host_type,sequence_length
SYNTH0000979,SYNTH_ISL_00000979,A/Synthetic_tern/SYN/000979/2025,A_/_H5N1,avian,759
SYNTH0000980,SYNTH_ISL_00000980,A/Synthetic_tern/SYN/000980/2021,A_/_H5N1,avian,759
SYNTH0000981,SYNTH_ISL_00000981,A/Synthetic_tern/SYN/000981/2023,A_/_H5N1,avian,759
SYNTH0000982,SYNTH_ISL_00000982,A/Synthetic_tern/SYN/000982/2025,A_/_H5N1,avian,759
SYNTH0000983,SYNTH_ISL_00000983,A/Synthetic_duck/SYN/000983/2023,A_/_H5N1,avian,759
SYNTH0000984,SYNTH_ISL_00000984,A/Synthetic_chicken/SYN/000984/2024,A_/_H5N1,avian,759
SYNTH0000985,SYNTH_ISL_00000985,A/Synthetic_chicken/SYN/000985/2024,A_/_H5N1,avian,759
SYNTH0000986,SYNTH_ISL_00000986,A/Synthetic_chicken/SYN/000986/2025,A_/_H5N1,avian,759
SYNTH0000987,SYNTH_ISL_00000987,A/Synthetic_chicken/SYN/000987/2023,A_/_H5N1,avian,759
SYNTH0000988,SYNTH_ISL_00000988,A/Synthetic_chicken/SYN/000988/2024,A_/_H5N1,avian,759
SYNTH0000989,SYNTH_ISL_00000989,A/Synthetic_tern/SYN/000989/2024,A_/_H5N1,avian,759
SYNTH0000990,SYNTH_ISL_00000990,A/Synthetic_tern/SYN/000990/2022,A_/_H5N1,avian,759
SYNTH0000991,SYNTH_ISL_00000991,A/Synthetic_chicken/SYN/000991/2021,A_/_H5N1,avian,759
SYNTH0000992,SYNTH_ISL_00000992,A/Synthetic_chicken/SYN/000992/2023,A_/_H5N1,avian,759
SYNTH0000993,SYNTH_ISL_00000993,A/Synthetic_chicken/SYN/000993/2024,A_/_H5N1,avian,759
SYNTH0000994,SYNTH_ISL_00000994,A/Synthetic_tern/SYN/000994/2025,A_/_H5N1,avian,759
SYNTH0000995,SYNTH_ISL_00000995,A/Synthetic_duck/SYN/000995/2024,A_/_H5N1,avian,759
SYNTH0000996,SYNTH_ISL_00000996,A/Synthetic_tern/SYN/000996/2025,A_/_H5N1,avian,759
SYNTH0000997,SYNTH_ISL_00000997,A/Synthetic_duck/SYN/000997/2021,A_/_H5N1,avian,759
SYNTH0000998,SYNTH_ISL_00000998,A/Synthetic_tern/SYN/000998/2022,A_/_H5N1,avian,759
SYNTH0000999,SYNTH_ISL_00000999,A/Synthetic_chicken/SYN/000999/2025,A_/_H5N1,avian,759
SYNTH0001000,SYNTH_ISL_00001000,A/Synthetic_tern/SYN/001000/2021,A_/_H5N1,avian,759
SYNTH0001001,SYNTH_ISL_00001001,A/Synthetic_duck/SYN/001001/2022,A_/_H5N1,avian,759
SYNTH0001002,SYNTH_ISL_00001002,A/Synthetic_chicken/SYN/001002/2024,A_/_H5N1,avian,759
SYNTH0001003,SYNTH_ISL_00001003,A/Synthetic_tern/SYN/001003/2025,A_/_H5N1,avian,759
SYNTH0001004,SYNTH_ISL_00001004,A/Synthetic_tern/SYN/001004/2022,A_/_H5N1,avian,759
SYNTH0001005,SYNTH_ISL_00001005,A/Synthetic_tern/SYN/001005/2022,A_/_H5N1,avian,759
SYNTH0001006,SYNTH_ISL_00001006,A/Synthetic_chicken/SYN/001006/2024,A_/_H5N1,avian,759
SYNTH0001007,SYNTH_ISL_00001007,A/Synthetic_tern/SYN/001007/2025,A_/_H5N1,avian,759
SYNTH0001008,SYNTH_ISL_00001008,A/Synthetic_tern/SYN/001008/2023,A_/_H5N1,avian,759
SYNTH0001009,SYNTH_ISL_00001009,A/Synthetic_chicken/SYN/001009/2023,A_/_H5N1,avian,759
SYNTH0001010,SYNTH_ISL_00001010,A/Synthetic_chicken/SYN/001010/2021,A_/_H5N1,avian,759
SYNTH0001011,SYNTH_ISL_00001011,A/Synthetic_duck/SYN/001011/2023,A_/_H5N1,avian,759
SYNTH0001012,SYNTH_ISL_00001012,A/Synthetic_duck/SYN/001012/2025,A_/_H5N1,avian,759
SYNTH0001013,SYNTH_ISL_00001013,A/Synthetic_duck/SYN/001013/2024,A_/_H5N1,avian,759
SYNTH0001014,SYNTH_ISL_00001014,A/Synthetic_chicken/SYN/001014/2024,A_/_H5N1,avian,759
SYNTH0001015,SYNTH_ISL_00001015,A/Synthetic_chicken/SYN/001015/2023,A_/_H5N1,avian,759
SYNTH0001016,SYNTH_ISL_00001016,A/Synthetic_chicken/SYN/001016/2025,A_/_H5N1,avian,759
SYNTH0001017,SYNTH_ISL_00001017,A/Synthetic_chicken/SYN/001017/2022,A_/_H5N1,avian,759
SYNTH0001018,SYNTH_ISL_00001018,A/Synthetic_chicken/SYN/001018/2021,A_/_H5N1,avian,759
SYNTH0001019,SYNTH_ISL_00001019,A/Synthetic_chicken/SYN/001019/2022,A_/_H5N1,avian,759
SYNTH0001020,SYNTH_ISL_00001020,A/Synthetic_duck/SYN/001020/2024,A_/_H5N1,avian,759
SYNTH0001021,SYNTH_ISL_00001021,A/Synthetic_chicken/SYN/001021/2021,A_/_H5N1,avian,759
SYNTH0001022,SYNTH_ISL_00001022,A/Synthetic_tern/SYN/001022/2024,A_/_H5N1,avian,759
SYNTH0001023,SYNTH_ISL_00001023,A/Synthetic_chicken/SYN/001023/2024,A_/_H5N1,avian,759
SYNTH0001024,SYNTH_ISL_00001024,A/Synthetic_duck/SYN/001024/2023,A_/_H5N1,avian,759
SYNTH0001025,SYNTH_ISL_00001025,A/Synthetic_tern/SYN/001025/2023,A_/_H5N1,avian,759
SYNTH0001026,SYNTH_ISL_00001026,A/Synthetic_tern/SYN/001026/2021,A_/_H5N1,avian,759
SYNTH0001027,SYNTH_ISL_00001027,A/Synthetic_tern/SYN/001027/2021,A_/_H5N1,avian,759
SYNTH0001028,SYNTH_ISL_00001028,A/Synthetic_chicken/SYN/001028/2024,A_/_H5N1,avian,759
SYNTH0001029,SYNTH_ISL_00001029,A/Synthetic_duck/SYN/001029/2023,A_/_H5N1,avian,759
SYNTH0001030,SYNTH_ISL_00001030,A/Synthetic_duck/SYN/001030/2021,A_/_H5N1,avian,759
SYNTH0001031,SYNTH_ISL_00001031,A/Synthetic_duck/SYN/001031/2025,A_/_H5N1,avian,759
SYNTH0001032,SYNTH_ISL_00001032,A/Synthetic_tern/SYN/001032/2025,A_/_H5N1,avian,759
SYNTH0001033,SYNTH_ISL_00001033,A/Synthetic_duck/SYN/001033/2025,A_/_H5N1,avian,759
SYNTH0001034,SYNTH_ISL_00001034,A/Synthetic_chicken/SYN/001034/2025,A_/_H5N1,avian,759
SYNTH0001035,SYNTH_ISL_00001035,A/Synthetic_chicken/SYN/001035/2022,A_/_H5N1,avian,539
SYNTH0001036,SYNTH_ISL_00001036,A/Synthetic_chicken/SYN/001036/2022,A_/_H5N1,avian,759
SYNTH0001037,SYNTH_ISL_00001037,A/Synthetic_tern/SYN/001037/2021,A_/_H5N1,avian,759
SYNTH0001038,SYNTH_ISL_00001038,A/Synthetic_chicken/SYN/001038/2024,A_/_H5N1,avian,759
SYNTH0001039,SYNTH_ISL_00001039,A/Synthetic_tern/SYN/001039/2023,A_/_H5N1,avian,759
SYNTH0001040,SYNTH_ISL_00001040,A/Synthetic_tern/SYN/001040/2022,A_/_H5N1,avian,759
SYNTH0001041,SYNTH_ISL_00001041,A/Synthetic_chicken/SYN/001041/2022,A_/_H5N1,avian,759
SYNTH0001042,SYNTH_ISL_00001042,A/Synthetic_chicken/SYN/001042/2021,A_/_H5N1,avian,759
SYNTH0001043,SYNTH_ISL_00001043,A/Synthetic_tern/SYN/001043/2024,A_/_H5N1,avian,759
SYNTH0001044,SYNTH_ISL_00001044,A/Synthetic_duck/SYN/001044/2024,A_/_H5N1,avian,759
SYNTH0001045,SYNTH_ISL_00001045,A/Synthetic_chicken/SYN/001045/2025,A_/_H5N1,avian,759
SYNTH0001046,SYNTH_ISL_00001046,A/Synthetic_chicken/SYN/001046/2024,A_/_H5N1,avian,759
SYNTH0001047,SYNTH_ISL_00001047,A/Synthetic_tern/SYN/001047/2021,A_/_H5N1,avian,759
SYNTH0001048,SYNTH_ISL_00001048,A/Synthetic_chicken/SYN/001048/2022,A_/_H5N1,avian,759
SYNTH0001049,SYNTH_ISL_00001049,A/Synthetic_duck/SYN/001049/2024,A_/_H5N1,avian,759
SYNTH0001050,SYNTH_ISL_00001050,A/Synthetic_tern/SYN/001050/2023,A_/_H5N1,avian,759
SYNTH0001051,SYNTH_ISL_00001051,A/Synthetic_duck/SYN/001051/2022,A_/_H5N1,avian,759
SYNTH0001052,SYNTH_ISL_00001052,A/Synthetic_chicken/SYN/001052/2022,A_/_H5N1,avian,759
SYNTH0001053,SYNTH_ISL_00001053,A/Synthetic_tern/SYN/001053/2021,A_/_H5N1,avian,759
SYNTH0001054,SYNTH_ISL_00001054,A/Synthetic_chicken/SYN/001054/2024,A_/_H5N1,avian,759
SYNTH0001055,SYNTH_ISL_00001055,A/Synthetic_duck/SYN/001055/2021,A_/_H5N1,avian,759
SYNTH0001056,SYNTH_ISL_00001056,A/Synthetic_chicken/SYN/001056/2024,A_/_H5N1,avian,759
SYNTH0001057,SYNTH_ISL_00001057,A/Synthetic_duck/SYN/001057/2021,A_/_H5N1,avian,759
SYNTH0001058,SYNTH_ISL_00001058,A/Synthetic_tern/SYN/001058/2023,A_/_H5N1,avian,759
SYNTH0001059,SYNTH_ISL_00001059,A/Synthetic_tern/SYN/001059/2025,A_/_H5N1,avian,759
SYNTH0001060,SYNTH_ISL_00001060,A/Synthetic_duck/SYN/001060/2022,A_/_H5N1,avian,759
SYNTH0001061,SYNTH_ISL_00001061,A/Synthetic_chicken/SYN/001061/2023,A_/_H5N1,avian,759
SYNTH0001062,SYNTH_ISL_00001062,A/Synthetic_chicken/SYN/001062/2023,A_/_H5N1,avian,759
SYNTH0001063,SYNTH_ISL_00001063,A/Synthetic_chicken/SYN/001063/2021,A_/_H5N1,avian,759
SYNTH0001064,SYNTH_ISL_00001064,A/Synthetic_duck/SYN/001064/2025,A_/_H5N1,avian,759
SYNTH0001065,SYNTH_ISL_00001065,A/Synthetic_chicken/SYN/001065/2021,A_/_H5N1,avian,759
SYNTH0001066,SYNTH_ISL_00001066,A/Synthetic_chicken/SYN/001066/2021,A_/_H5N1,avian,347
SYNTH0001067,SYNTH_ISL_00001067,A/Synthetic_chicken/SYN/001067/2022,A_/_H5N1,avian,759
SYNTH0001068,SYNTH_ISL_00001068,A/Synthetic_duck/SYN/001068/2021,A_/_H5N1,avian,759
SYNTH0001069,SYNTH_ISL_00001069,A/Synthetic_swine/SYN/001069/2021,A_/_H5N1,mammal,186
SYNTH0001070,SYNTH_ISL_00001070,A/Synthetic_dairy_cow/SYN/001070/2024,A_/_H5N1,mammal,759
SYNTH0001071,SYNTH_ISL_00001071,A/Synthetic_dairy_cow/SYN/001071/2023,A_/_H5N1,mammal,759
SYNTH0001072,SYNTH_ISL_00001072,A/Synthetic_swine/SYN/001072/2021,A_/_H5N1,mammal,759
SYNTH0001073,SYNTH_ISL_00001073,A/Synthetic_cat/SYN/001073/2024,A_/_H5N1,mammal,759
SYNTH0001074,SYNTH_ISL_00001074,A/Synthetic_swine/SYN/001074/2024,A_/_H5N1,mammal,556
SYNTH0001075,SYNTH_ISL_00001075,A/Synthetic_dairy_cow/SYN/001075/2023,A_/_H5N1,mammal,759
SYNTH0001076,SYNTH_ISL_00001076,A/Synthetic_dairy_cow/SYN/001076/2023,A_/_H5N1,mammal,759
SYNTH0001077,SYNTH_ISL_00001077,A/Synthetic_dairy_cow/SYN/001077/2021,A_/_H5N1,mammal,759
SYNTH0001078,SYNTH_ISL_00001078,A/Synthetic_cat/SYN/001078/2022,A_/_H5N1,mammal,759
SYNTH0001079,SYNTH_ISL_00001079,A/Synthetic_swine/SYN/001079/2024,A_/_H5N1,mammal,759
SYNTH0001080,SYNTH_ISL_00001080,A/Synthetic_swine/SYN/001080/2021,A_/_H5N1,mammal,759
SYNTH0001081,SYNTH_ISL_00001081,A/Synthetic_swine/SYN/001081/2022,A_/_H5N1,mammal,759
SYNTH0001082,SYNTH_ISL_00001082,A/Synthetic_cat/SYN/001082/2025,A_/_H5N1,mammal,759
SYNTH0001083,SYNTH_ISL_00001083,A/Synthetic_cat/SYN/001083/2021,A_/_H5N1,mammal,759
SYNTH0001084,SYNTH_ISL_00001084,A/Synthetic_cat/SYN/001084/2023,A_/_H5N1,mammal,759
SYNTH0001085,SYNTH_ISL_00001085,A/Synthetic_swine/SYN/001085/2023,A_/_H5N1,mammal,759
SYNTH0001086,SYNTH_ISL_00001086,A/Synthetic_cat/SYN/001086/2023,A_/_H5N1,mammal,759
SYNTH0001087,SYNTH_ISL_00001087,A/Synthetic_dairy_cow/SYN/001087/2021,A_/_H5N1,mammal,759
SYNTH0001088,SYNTH_ISL_00001088,A/Synthetic_dairy_cow/SYN/001088/2021,A_/_H5N1,mammal,759
SYNTH0001089,SYNTH_ISL_00001089,A/Synthetic_swine/SYN/001089/2021,A_/_H5N1,mammal,759
SYNTH0001090,SYNTH_ISL_00001090,A/Synthetic_swine/SYN/001090/2025,A_/_H5N1,mammal,759
SYNTH0001091,SYNTH_ISL_00001091,A/Synthetic_cat/SYN/001091/2022,A_/_H5N1,mammal,759
SYNTH0001092,SYNTH_ISL_00001092,A/Synthetic_dairy_cow/SYN/001092/2022,A_/_H5N1,mammal,759
SYNTH0001093,SYNTH_ISL_00001093,A/Synthetic_swine/SYN/001093/2025,A_/_H5N1,mammal,759
SYNTH0001094,SYNTH_ISL_00001094,A/Synthetic_cat/SYN/001094/2021,A_/_H5N1,mammal,759
SYNTH0001095,SYNTH_ISL_00001095,A/Synthetic_dairy_cow/SYN/001095/2025,A_/_H5N1,mammal,759
SYNTH0001096,SYNTH_ISL_00001096,A/Synthetic_swine/SYN/001096/2023,A_/_H5N1,mammal,759
SYNTH0001097,SYNTH_ISL_00001097,A/Synthetic_dairy_cow/SYN/001097/2022,A_/_H5N1,mammal,759
SYNTH0001098,SYNTH_ISL_00001098,A/Synthetic_swine/SYN/001098/2023,A_/_H5N1,mammal,759
SYNTH0001099,SYNTH_ISL_00001099,A/Synthetic_dairy_cow/SYN/001099/2023,A_/_H5N1,mammal,759
SYNTH0001100,SYNTH_ISL_00001100,A/Synthetic_cat/SYN/001100/2022,A_/_H5N1,mammal,759
SYNTH0001101,SYNTH_ISL_00001101,A/Synthetic_dairy_cow/SYN/001101/2024,A_/_H5N1,mammal,759
SYNTH0001102,SYNTH_ISL_00001102,A/Synthetic_dairy_cow/SYN/001102/2024,A_/_H5N1,mammal,759
SYNTH0001103,SYNTH_ISL_00001103,A/Synthetic_dairy_cow/SYN/001103/2022,A_/_H5N1,mammal,759
SYNTH0001104,SYNTH_ISL_00001104,A/Synthetic_dairy_cow/SYN/001104/2025,A_/_H5N1,mammal,759
SYNTH0001105,SYNTH_ISL_00001105,A/Synthetic_swine/SYN/001105/2025,A_/_H5N1,mammal,759
SYNTH0001106,SYNTH_ISL_00001106,A/Synthetic_dairy_cow/SYN/001106/2023,A_/_H5N1,mammal,759
SYNTH0001107,SYNTH_ISL_00001107,A/Synthetic_swine/SYN/001107/2021,A_/_H5N1,mammal,720
SYNTH0001108,SYNTH_ISL_00001108,A/Synthetic_cat/SYN/001108/2022,A_/_H5N1,mammal,759
SYNTH0001109,SYNTH_ISL_00001109,A/Synthetic_cat/SYN/001109/2023,A_/_H5N1,mammal,759
SYNTH0001110,SYNTH_ISL_00001110,A/Synthetic_swine/SYN/001110/2024,A_/_H5N1,mammal,759
SYNTH0001111,SYNTH_ISL_00001111,A/Synthetic_swine/SYN/001111/2023,A_/_H5N1,mammal,759
SYNTH0001112,SYNTH_ISL_00001112,A/Synthetic_dairy_cow/SYN/001112/2024,A_/_H5N1,mammal,759
SYNTH0001113,SYNTH_ISL_00001113,A/Synthetic_swine/SYN/001113/2023,A_/_H5N1,mammal,759
SYNTH0001114,SYNTH_ISL_00001114,A/Synthetic_cat/SYN/001114/2025,A_/_H5N1,mammal,759
SYNTH0001115,SYNTH_ISL_00001115,A/Synthetic_dairy_cow/SYN/001115/2025,A_/_H5N1,mammal,759
SYNTH0001116,SYNTH_ISL_00001116,A/Synthetic_swine/SYN/001116/2023,A_/_H5N1,mammal,759
SYNTH0001117,SYNTH_ISL_00001117,A/Synthetic_swine/SYN/001117/2022,A_/_H5N1,mammal,759
SYNTH0001118,SYNTH_ISL_00001118,A/Synthetic_dairy_cow/SYN/001118/2025,A_/_H5N1,mammal,759
SYNTH0001119,SYNTH_ISL_00001119,A/Synthetic_cat/SYN/001119/2021,A_/_H5N1,mammal,759
SYNTH0001120,SYNTH_ISL_00001120,A/Synthetic_swine/SYN/001120/2025,A_/_H5N1,mammal,759
SYNTH0001121,SYNTH_ISL_00001121,A/Synthetic_cat/SYN/001121/2021,A_/_H5N1,mammal,759
SYNTH0001122,SYNTH_ISL_00001122,A/Synthetic_dairy_cow/SYN/001122/2023,A_/_H5N1,mammal,759
SYNTH0001123,SYNTH_ISL_00001123,A/Synthetic_dairy_cow/SYN/001123/2023,A_/_H5N1,mammal,759
SYNTH0001124,SYNTH_ISL_00001124,A/Synthetic_dairy_cow/SYN/001124/2021,A_/_H5N1,mammal,759
SYNTH0001125,SYNTH_ISL_00001125,A/Synthetic_cat/SYN/001125/2023,A_/_H5N1,mammal,759
SYNTH0001126,SYNTH_ISL_00001126,A/Synthetic_swine/SYN/001126/2022,A_/_H5N1,mammal,759
SYNTH0001127,SYNTH_ISL_00001127,A/Synthetic_dairy_cow/SYN/001127/2023,A_/_H5N1,mammal,759
SYNTH0001128,SYNTH_ISL_00001128,A/Synthetic_dairy_cow/SYN/001128/2021,A_/_H5N1,mammal,759
SYNTH0001129,SYNTH_ISL_00001129,A/Synthetic_swine/SYN/001129/2024,A_/_H5N1,mammal,759
SYNTH0001130,SYNTH_ISL_00001130,A/Synthetic_swine/SYN/001130/2024,A_/_H5N1,mammal,759
SYNTH0001131,SYNTH_ISL_00001131,A/Synthetic_swine/SYN/001131/2025,A_/_H5N1,mammal,759
SYNTH0001132,SYNTH_ISL_00001132,A/Synthetic_swine/SYN/001132/2025,A_/_H5N1,mammal,759
SYNTH0001133,SYNTH_ISL_00001133,A/Synthetic_cat/SYN/001133/2022,A_/_H5N1,mammal,759
SYNTH0001134,SYNTH_ISL_00001134,A/Synthetic_dairy_cow/SYN/001134/2021,A_/_H5N1,mammal,759
SYNTH0001135,SYNTH_ISL_00001135,A/Synthetic_swine/SYN/001135/2023,A_/_H5N1,mammal,759
SYNTH0001136,SYNTH_ISL_00001136,A/Synthetic_dairy_cow/SYN/001136/2023,A_/_H5N1,mammal,759
SYNTH0001137,SYNTH_ISL_00001137,A/Synthetic_swine/SYN/001137/2022,A_/_H5N1,mammal,759
SYNTH0001138,SYNTH_ISL_00001138,A/Synthetic_cat/SYN/001138/2021,A_/_H5N1,mammal,759
SYNTH0001139,SYNTH_ISL_00001139,A/Synthetic_cat/SYN/001139/2024,A_/_H5N1,mammal,759
SYNTH0001140,SYNTH_ISL_00001140,A/Synthetic_swine/SYN/001140/2022,A_/_H5N1,mammal,759
SYNTH0001141,SYNTH_ISL_00001141,A/Synthetic_swine/SYN/001141/2022,A_/_H5N1,mammal,759
SYNTH0001142,SYNTH_ISL_00001142,A/Synthetic_swine/SYN/001142/2022,A_/_H5N1,mammal,759
SYNTH0001143,SYNTH_ISL_00001143,A/Synthetic_swine/SYN/001143/2025,A_/_H5N1,mammal,759
SYNTH0001144,SYNTH_ISL_00001144,A/Synthetic_cat/SYN/001144/2025,A_/_H5N1,mammal,759
SYNTH0001145,SYNTH_ISL_00001145,A/Synthetic_swine/SYN/001145/2023,A_/_H5N1,mammal,759
SYNTH0001146,SYNTH_ISL_00001146,A/Synthetic_dairy_cow/SYN/001146/2024,A_/_H5N1,mammal,759
SYNTH0001147,SYNTH_ISL_00001147,A/Synthetic_swine/SYN/001147/2022,A_/_H5N1,mammal,759
SYNTH0001148,SYNTH_ISL_00001148,A/Synthetic_dairy_cow/SYN/001148/2024,A_/_H5N1,mammal,759
SYNTH0001149,SYNTH_ISL_00001149,A/Synthetic_cat/SYN/001149/2025,A_/_H5N1,mammal,759
SYNTH0001150,SYNTH_ISL_00001150,A/Synthetic_dairy_cow/SYN/001150/2021,A_/_H5N1,mammal,759
SYNTH0001151,SYNTH_ISL_00001151,A/Synthetic_cat/SYN/001151/2023,A_/_H5N1,mammal,759
SYNTH0001152,SYNTH_ISL_00001152,A/Synthetic_swine/SYN/001152/2021,A_/_H5N1,mammal,759
SYNTH0001153,SYNTH_ISL_00001153,A/Synthetic_swine/SYN/001153/2024,A_/_H5N1,mammal,759
SYNTH0001154,SYNTH_ISL_00001154,A/Synthetic_cat/SYN/001154/2023,A_/_H5N1,mammal,759
SYNTH0001155,SYNTH_ISL_00001155,A/Synthetic_cat/SYN/001155/2024,A_/_H5N1,mammal,759
SYNTH0001156,SYNTH_ISL_00001156,A/Synthetic_swine/SYN/001156/2023,A_/_H5N1,mammal,759
SYNTH0001157,SYNTH_ISL_00001157,A/Synthetic_dairy_cow/SYN/001157/2023,A_/_H5N1,mammal,759
SYNTH0001158,SYNTH_ISL_00001158,A/Synthetic_swine/SYN/001158/2022,A_/_H5N1,mammal,759
SYNTH0001159,SYNTH_ISL_00001159,A/Synthetic_cat/SYN/001159/2021,A_/_H5N1,mammal,759
SYNTH0001160,SYNTH_ISL_00001160,A/Synthetic_cat/SYN/001160/2021,A_/_H5N1,mammal,759
SYNTH0001161,SYNTH_ISL_00001161,A/Synthetic_swine/SYN/001161/2025,A_/_H5N1,mammal,759
SYNTH0001162,SYNTH_ISL_00001162,A/Synthetic_cat/SYN/001162/2022,A_/_H5N1,mammal,759
SYNTH0001163,SYNTH_ISL_00001163,A/Synthetic_swine/SYN/001163/2025,A_/_H5N1,mammal,759
SYNTH0001164,SYNTH_ISL_00001164,A/Synthetic_cat/SYN/001164/2024,A_/_H5N1,mammal,759
SYNTH0001165,SYNTH_ISL_00001165,A/Synthetic_dairy_cow/SYN/001165/2024,A_/_H5N1,mammal,759
SYNTH0001166,SYNTH_ISL_00001166,A/Synthetic_swine/SYN/001166/2021,A_/_H5N1,mammal,759
SYNTH0001167,SYNTH_ISL_00001167,A/Synthetic_cat/SYN/001167/2025,A_/_H5N1,mammal,759
SYNTH0001168,SYNTH_ISL_00001168,A/Synthetic_cat/SYN/001168/2022,A_/_H5N1,mammal,759
SYNTH0001169,SYNTH_ISL_00001169,A/Synthetic_swine/SYN/001169/2022,A_/_H5N1,mammal,759
SYNTH0001170,SYNTH_ISL_00001170,A/Synthetic_dairy_cow/SYN/001170/2022,A_/_H5N1,mammal,759
SYNTH0001171,SYNTH_ISL_00001171,A/Synthetic_dairy_cow/SYN/001171/2021,A_/_H5N1,mammal,759
SYNTH0001172,SYNTH_ISL_00001172,A/Synthetic_cat/SYN/001172/2024,A_/_H5N1,mammal,759
SYNTH0001173,SYNTH_ISL_00001173,A/Synthetic_cat/SYN/001173/2022,A_/_H5N1,mammal,759
SYNTH0001174,SYNTH_ISL_00001174,A/Synthetic_swine/SYN/001174/2023,A_/_H5N1,mammal,759
SYNTH0001175,SYNTH_ISL_00001175,A/Synthetic_dairy_cow/SYN/001175/2021,A_/_H5N1,mammal,759
SYNTH0001176,SYNTH_ISL_00001176,A/Synthetic_swine/SYN/001176/2025,A_/_H5N1,mammal,759
SYNTH0001177,SYNTH_ISL_00001177,A/Synthetic_swine/SYN/001177/2025,A_/_H5N1,mammal,759
SYNTH0001178,SYNTH_ISL_00001178,A/Synthetic_dairy_cow/SYN/001178/2025,A_/_H5N1,mammal,759
SYNTH0001179,SYNTH_ISL_00001179,A/Synthetic_swine/SYN/001179/2021,A_/_H5N1,mammal,759
SYNTH0001180,SYNTH_ISL_00001180,A/Synthetic_dairy_cow/SYN/001180/2025,A_/_H5N1,mammal,759
SYNTH0001181,SYNTH_ISL_00001181,A/Synthetic_dairy_cow/SYN/001181/2021,A_/_H5N1,mammal,759
SYNTH0001182,SYNTH_ISL_00001182,A/Synthetic_dairy_cow/SYN/001182/2023,A_/_H5N1,mammal,759
SYNTH0001183,SYNTH_ISL_00001183,A/Synthetic_swine/SYN/001183/2024,A_/_H5N1,mammal,759
SYNTH0001184,SYNTH_ISL_00001184,A/Synthetic_cat/SYN/001184/2024,A_/_H5N1,mammal,759
SYNTH0001185,SYNTH_ISL_00001185,A/Synthetic_swine/SYN/001185/2021,A_/_H5N1,mammal,759
SYNTH0001186,SYNTH_ISL_00001186,A/Synthetic_swine/SYN/001186/2022,A_/_H5N1,mammal,759
SYNTH0001187,SYNTH_ISL_00001187,A/Synthetic_cat/SYN/001187/2024,A_/_H5N1,mammal,759
SYNTH0001188,SYNTH_ISL_00001188,A/Synthetic_swine/SYN/001188/2022,A_/_H5N1,mammal,759
SYNTH0001189,SYNTH_ISL_00001189,A/Synthetic_swine/SYN/001189/2023,A_/_H5N1,mammal,759
SYNTH0001190,SYNTH_ISL_00001190,A/Synthetic_dairy_cow/SYN/001190/2023,A_/_H5N1,mammal,759
SYNTH0001191,SYNTH_ISL_00001191,A/Synthetic_swine/SYN/001191/2023,A_/_H5N1,mammal,759
SYNTH0001192,SYNTH_ISL_00001192,A/Synthetic_swine/SYN/001192/2021,A_/_H5N1,mammal,759
SYNTH0001193,SYNTH_ISL_00001193,A/Synthetic_dairy_cow/SYN/001193/2022,A_/_H5N1,mammal,759
SYNTH0001194,SYNTH_ISL_00001194,A/Synthetic_cat/SYN/001194/2024,A_/_H5N1,mammal,759
SYNTH0001195,SYNTH_ISL_00001195,A/Synthetic_swine/SYN/001195/2023,A_/_H5N1,mammal,759
SYNTH0001196,SYNTH_ISL_00001196,A/Synthetic_cat/SYN/001196/2021,A_/_H5N1,mammal,759
SYNTH0001197,SYNTH_ISL_00001197,A/Synthetic_dairy_cow/SYN/001197/2024,A_/_H5N1,mammal,759
SYNTH0001198,SYNTH_ISL_00001198,A/Synthetic_cat/SYN/001198/2023,A_/_H5N1,mammal,759
SYNTH0001199,SYNTH_ISL_00001199,A/Synthetic_cat/SYN/001199/2022,A_/_H5N1,mammal,759
SYNTH0001200,SYNTH_ISL_00001200,A/Synthetic_cat/SYN/001200/2025,A_/_H5N1,mammal,759
SYNTH0001201,SYNTH_ISL_00001201,A/Synthetic_cat/SYN/001201/2025,A_/_H5N1,mammal,317
SYNTH0001202,SYNTH_ISL_00001202,A/Synthetic_dairy_cow/SYN/001202/2021,A_/_H5N1,mammal,759
SYNTH0001203,SYNTH_ISL_00001203,A/Synthetic_swine/SYN/001203/2021,A_/_H5N1,mammal,759
SYNTH0001204,SYNTH_ISL_00001204,A/Synthetic_cat/SYN/001204/2022,A_/_H5N1,mammal,759
SYNTH0001205,SYNTH_ISL_00001205,A/Synthetic_swine/SYN/001205/2025,A_/_H5N1,mammal,759
SYNTH0001206,SYNTH_ISL_00001206,A/Synthetic_dairy_cow/SYN/001206/2021,A_/_H5N1,mammal,759
SYNTH0001207,SYNTH_ISL_00001207,A/Synthetic_swine/SYN/001207/2025,A_/_H5N1,mammal,759
SYNTH0001208,SYNTH_ISL_00001208,A/Synthetic_swine/SYN/001208/2025,A_/_H5N1,mammal,759
SYNTH0001209,SYNTH_ISL_00001209,A/Synthetic_swine/SYN/001209/2022,A_/_H5N1,mammal,759
SYNTH0001210,SYNTH_ISL_00001210,A/Synthetic_swine/SYN/001210/2021,A_/_H5N1,mammal,759
SYNTH0001211,SYNTH_ISL_00001211,A/Synthetic_swine/SYN/001211/2021,A_/_H5N1,mammal,759
SYNTH0001212,SYNTH_ISL_00001212,A/Synthetic_cat/SYN/001212/2022,A_/_H5N1,mammal,759
